review,rating,date,source,sentiment_label,sentiment_score,topics,emotion,aspect_sentiments,category
"ALOT OF COMMERCIALS, MIAMI GAMES YOU HAVE TO SUBCSRIBE TO WATCH THEM BUT OTHER GAMES NO. ALOT OF REPETITIVE CONTENT, SUCKS",1,2025-07-31 05:45:22,Google Play,NEGATIVE,-0.9996612071990967,"['alot', 'commercials', 'miami games', 'other games', '. alot', 'repetitive content']",disgust,"{'alot': 'Negative', 'commercials': 'Negative', 'miami games': 'Negative', 'other games': 'Negative', '. alot': 'Negative', 'repetitive content': 'Negative'}",review
shows keep stopping and freezing up every other min.,2,2025-07-31 05:45:14,Google Play,NEGATIVE,-0.9430636763572693,['every other min'],neutral,{'every other min': 'Negative'},review
stops working after a couplebof minutes keeps freezing the video won't even load,1,2025-07-31 05:30:07,Google Play,NEGATIVE,-0.9994028806686401,"['a couplebof minutes', 'the video']",sadness,"{'a couplebof minutes': 'Negative', 'the video': 'Negative'}",review
its not working,2,2025-07-31 05:29:18,Google Play,NEGATIVE,-0.9997598528862,[],sadness,{},bug_report
"If I could give it no stars I would. Paid for a subscription, yet still have to pay extra to watch most stuff!! Absolutely ridiculous",1,2025-07-31 03:04:56,Google Play,NEGATIVE,-0.9991833567619324,"['no stars', 'a subscription', 'most stuff']",disgust,"{'no stars': 'Negative', 'a subscription': 'Negative', 'most stuff': 'Negative'}",review
great watching apple tv thanks team for all your support,5,2025-07-31 02:29:47,Google Play,POSITIVE,0.9997000694274902,"['apple tv thanks team', 'all your support']",joy,"{'apple tv thanks team': 'Positive', 'all your support': 'Positive'}",review
"Almost, but just almost... Tried on ipad (obviously) Works fine. Tried on an ultra high end android tablet (Samsung Galaxy Tab S10 Ultra), and there are some weird glitches",4,2025-07-31 01:42:33,Google Play,NEGATIVE,-0.5348994135856628,"['ipad', 'an ultra high end android tablet', 'samsung galaxy', 'ultra', 'some weird glitches']",neutral,"{'ipad': 'Positive', 'an ultra high end android tablet': 'Negative', 'samsung galaxy': 'Negative', 'ultra': 'Negative', 'some weird glitches': 'Negative'}",bug_report
I like how easy it is to access movies and series. It flows,5,2025-07-31 01:40:43,Google Play,POSITIVE,0.9988570213317871,"['movies', 'series']",joy,"{'movies': 'Positive', 'series': 'Positive'}",review
"Shows are Top notch and Great I've loved it. Especially, Apple TV+ Series aren't boring except a few. Thank You, please keep making Fantastic content. Shows like Presumed Innocent, Murderbot. Movie like Emancipation, Short Movie like The Boy, the Mole, the Fox and the Horse. Woah such a pretty masterpieces, I'm loving it!",4,2025-07-31 00:53:10,Google Play,POSITIVE,0.9998745918273926,"['shows', 'top notch', 'apple tv+ series', 'fantastic content', 'shows', 'murderbot', 'movie', 'emancipation', 'short movie', 'the boy', 'the mole', 'the fox', 'the horse', 'such a pretty masterpieces']",joy,"{'shows': 'Positive', 'top notch': 'Positive', 'apple tv+ series': 'Positive', 'fantastic content': 'Positive', 'murderbot': 'Positive', 'movie': 'Positive', 'emancipation': 'Positive', 'short movie': 'Positive', 'the boy': 'Positive', 'the mole': 'Positive', 'the fox': 'Positive', 'the horse': 'Neutral', 'such a pretty masterpieces': 'Positive'}",review
"I just put Apple TV on my phone. I cast what I want to watch to my TV from the apps I have. But, when I go to the Apple TV app, it doesn't give me the option to cast to my TV. There's NO cast emblem to tap on!!!! Not very happy right now!!!!!",2,2025-07-31 00:17:27,Google Play,NEGATIVE,-0.9993237257003784,"['apple tv', 'my phone', 'my tv', 'the apps', 'the apple tv app', 'the option', 'my tv', 'no cast emblem']",sadness,"{'apple tv': 'Negative', 'my phone': 'Neutral', 'my tv': 'Negative', 'the apps': 'Neutral', 'the apple tv app': 'Negative', 'the option': 'Negative', 'no cast emblem': 'Negative'}",review
"worst ott app i ever saw no rotate button, also not able to play any content. i am able to see the ads but not any content.",1,2025-07-30 22:25:30,Google Play,NEGATIVE,-0.9992714524269104,"['no rotate button', 'any content', 'the ads', 'not any content']",disgust,"{'no rotate button': 'Negative', 'any content': 'Negative', 'the ads': 'Neutral', 'not any content': 'Negative'}",review
"The subtitles dont work. I love the shows but it would not show subtitles in English for any show I need them, not very accessible.",1,2025-07-30 21:50:29,Google Play,NEGATIVE,-0.9976463913917542,"['the subtitles', 'the shows', 'subtitles', 'english', 'any show']",sadness,"{'the subtitles': 'Negative', 'the shows': 'Positive', 'subtitles': 'Negative', 'english': 'Negative', 'any show': 'Negative'}",review
"Dose not stay signed in. Every time I open it ask me if I want a free trial ,but dose not just give me a box to sign in. I have to go to settings sign out then sign back in. If I was already signed in why do I have to go though all these unnecessary steps.",1,2025-07-30 20:58:09,Google Play,NEGATIVE,-0.9995450377464294,"['dose', 'a free trial', 'a box', 'settings']",neutral,"{'dose': 'Negative', 'a free trial': 'Neutral', 'a box': 'Negative', 'settings': 'Negative'}",review
☆☆☆☆☆,5,2025-07-30 19:29:02,Google Play,POSITIVE,0.8848357796669006,['☆☆☆☆☆'],neutral,{'☆☆☆☆☆': 'Positive'},review
"that's apple for Android , what was I expecting ? that they do a good work ? damn , that's on me I guess ... shows frozen half the time and so dark I have to watch it at night ...",1,2025-07-30 17:27:47,Google Play,NEGATIVE,-0.9979326725006104,"['apple', 'android', 'a good work', 'night']",surprise,"{'apple': 'Negative', 'android': 'Neutral', 'a good work': 'Negative', 'night': 'Negative'}",review
"worse than any streaming app I have ever used stream refuses to load half the time (YouTube etc. have no problems) same issue on website. the app itself is garbage, however the shows are great.",1,2025-07-30 17:00:44,Google Play,NEGATIVE,-0.6060088872909546,"['any streaming app', 'stream refuses', 'half the time', 'no problems', 'same issue', 'website', 'the app', 'garbage', 'the shows']",disgust,"{'any streaming app': 'Negative', 'stream refuses': 'Negative', 'half the time': 'Negative', 'no problems': 'Positive', 'same issue': 'Negative', 'website': 'Negative', 'the app': 'Negative', 'garbage': 'Negative', 'the shows': 'Positive'}",bug_report
awesome 👌 👏 👍 😍,5,2025-07-30 17:00:30,Google Play,POSITIVE,0.9997085928916931,['awesome 👌 👏'],joy,{'awesome 👌 👏': 'Positive'},review
"can't cancel the subscription using the Android app, using the app on Android TV, nor using chrome on Linux. signing in anywhere invalidates all current logins. full of dark patterns to keep you posting for a service you don't want anymore.",1,2025-07-30 13:50:33,Google Play,NEGATIVE,-0.997442364692688,"['the subscription', 'the android app', 'the app', 'android tv', 'chrome', 'linux', 'all current logins', 'dark patterns', 'a service']",sadness,"{'the subscription': 'Negative', 'the android app': 'Negative', 'the app': 'Negative', 'android tv': 'Neutral', 'chrome': 'Negative', 'linux': 'Neutral', 'all current logins': 'Negative', 'dark patterns': 'Negative', 'a service': 'Negative'}",review
app optimization is now good easier to navigate search,5,2025-07-30 13:21:35,Google Play,POSITIVE,0.9956420660018921,"['app optimization', 'search']",neutral,"{'app optimization': 'Positive', 'search': 'Positive'}",review
Cannot play any shows says something went wrong try again later,1,2025-07-30 12:30:58,Google Play,NEGATIVE,-0.9991111159324646,['any shows'],sadness,{'any shows': 'Negative'},review
"The video playback experience is too poor even after having a fast wifi ,this buffers all the time",5,2025-07-30 12:20:08,Google Play,NEGATIVE,-0.9995477795600891,"['the video playback experience', 'a fast wifi']",sadness,"{'the video playback experience': 'Negative', 'a fast wifi': 'Positive'}",review
"Doesn't have basic features. Screen rotation button, screen brightness bar - while the video plays.",3,2025-07-30 11:49:28,Google Play,NEGATIVE,-0.998514711856842,"['basic features', 'screen rotation button', 'screen brightness bar', 'while the video plays']",neutral,"{'basic features': 'Negative', 'screen rotation button': 'Negative', 'screen brightness bar': 'Neutral', 'while the video plays': 'Neutral'}",feature_request
Constantly stops streaming.,1,2025-07-30 10:01:29,Google Play,NEGATIVE,-0.9995661377906799,[],anger,{},review
several days to reset a password? anticompetitive BS!,1,2025-07-30 09:30:58,Google Play,NEGATIVE,-0.9988242983818054,"['several days', 'a password', 'anticompetitive bs']",anger,"{'several days': 'Negative', 'a password': 'Negative', 'anticompetitive bs': 'Negative'}",review
freezing more than any other streaming app,2,2025-07-30 09:29:33,Google Play,NEGATIVE,-0.9975242018699646,['any other streaming app'],neutral,{'any other streaming app': 'Negative'},review
too slow application,1,2025-07-30 08:27:20,Google Play,NEGATIVE,-0.999426007270813,['too slow application'],sadness,{'too slow application': 'Negative'},review
app is very slow,1,2025-07-30 08:27:05,Google Play,NEGATIVE,-0.999664306640625,['app'],sadness,{'app': 'Negative'},review
Looks good but keeps freezing once a minute on my phone.,2,2025-07-30 08:07:51,Google Play,NEGATIVE,-0.9785760045051575,"['a minute', 'my phone']",neutral,"{'a minute': 'Negative', 'my phone': 'Negative'}",review
apple makes everything more complicated than it needs to be. the absolute worst technology company.,2,2025-07-30 08:04:01,Google Play,NEGATIVE,-0.9997922778129578,"['apple', 'the absolute worst technology company']",disgust,"{'apple': 'Negative', 'the absolute worst technology company': 'Negative'}",review
Hot trash! I have a Google TV and everytime I use this app I have to scan the qr code and sign on from my phone. So frustrating!,1,2025-07-30 07:12:54,Google Play,NEGATIVE,-0.9993964433670044,"['hot trash', 'a google tv', 'everytime', 'this app', 'the qr code', 'my phone']",disgust,"{'hot trash': 'Negative', 'a google tv': 'Negative', 'everytime': 'Negative', 'this app': 'Negative', 'the qr code': 'Negative', 'my phone': 'Negative'}",review
you make it so hard for new users! I just wanted to watch my soccer game and this is the worst service I've ever got. could never got to watch it,1,2025-07-30 07:10:07,Google Play,NEGATIVE,-0.9997703433036804,"['new users', 'my soccer game', 'the worst service']",disgust,"{'new users': 'Negative', 'my soccer game': 'Neutral', 'the worst service': 'Negative'}",review
excellent app very easy to navigate,5,2025-07-30 06:57:11,Google Play,POSITIVE,0.9998241066932678,['excellent app'],joy,{'excellent app': 'Positive'},review
"I have an Apple TV+ subscription and it works on my streaming box, but the app on my phone doesn't register that my account already has a subscription, so I can't watch anything on my phone when I'm not home.",1,2025-07-30 06:41:04,Google Play,NEGATIVE,-0.9989210367202759,"['an apple tv+ subscription', 'my streaming box', 'the app', 'my phone', 'my account', 'a subscription', 'my phone']",neutral,"{'an apple tv+ subscription': 'Neutral', 'my streaming box': 'Positive', 'the app': 'Negative', 'my phone': 'Negative', 'my account': 'Negative', 'a subscription': 'Neutral'}",review
SO GLAD IT'S BACK AND BETTER. SUPER AWESZOME STUPH,5,2025-07-30 06:07:29,Google Play,POSITIVE,0.9964044094085693,['super aweszome stuph'],sadness,{'super aweszome stuph': 'Positive'},review
I am signed into my apple account. I'm signed into the app. I've done everything in my power and still it says that I can have a free trial. I pay for my apple t v service. why am I not being able to watch any of my shows on the app.,1,2025-07-30 05:50:49,Google Play,NEGATIVE,-0.9931515455245972,"['my apple account', 'the app', 'my power', 'a free trial', 'my apple t v service', 'my shows', 'the app']",sadness,"{'my apple account': 'Neutral', 'the app': 'Negative', 'my power': 'Negative', 'a free trial': 'Negative', 'my apple t v service': 'Negative', 'my shows': 'Negative'}",review
"The worst streaming service in the market, I paid the MLS season pass, and the app took my money, but when I try to watch the games, it asked me to confirm my account and when I confirm it, it tells me that they are going to review the information and that its going to take 1 whole day, so I cannot access to my account and I cannot watch any game until they do. The leagues cup is exclusive stream by apple tv, so there is no alternative to it. They couldn’t process me a refound. Scam.",1,2025-07-30 05:20:02,Google Play,NEGATIVE,-0.9994161128997803,"['the market', 'the mls season pass', 'the app', 'my money', 'the games', 'my account', 'the information', 'my account', 'any game', 'the leagues cup', 'exclusive stream', 'apple tv', 'no alternative', 'a refound', 'scam']",disgust,"{'the market': 'Negative', 'the mls season pass': 'Negative', 'the app': 'Negative', 'my money': 'Negative', 'the games': 'Negative', 'my account': 'Negative', 'the information': 'Negative', 'any game': 'Negative', 'the leagues cup': 'Neutral', 'exclusive stream': 'Negative', 'apple tv': 'Negative', 'no alternative': 'Negative', 'a refound': 'Negative', 'scam': 'Negative'}",review
I don't know what ppl are talking about when they say there are issues. Granted I've only use the app for 2 days. It's working well so far. I'll come back to update if I have issues.,5,2025-07-30 05:01:35,Google Play,POSITIVE,0.9890525937080383,"['what ppl', 'issues', 'the app', '2 days', 'issues']",neutral,"{'what ppl': 'Negative', 'issues': 'Negative', 'the app': 'Positive', '2 days': 'Positive'}",bug_report
Can't sign on. I don't receive a code from the app.,1,2025-07-30 04:48:27,Google Play,NEGATIVE,-0.9995906949043274,"['a code', 'the app']",sadness,"{'a code': 'Negative', 'the app': 'Negative'}",review
No way to cancel subscriptions in the app!,1,2025-07-30 04:33:42,Google Play,NEGATIVE,-0.9921048879623413,"['no way', 'subscriptions', 'the app']",anger,"{'no way': 'Negative', 'subscriptions': 'Negative', 'the app': 'Negative'}",review
great entertainment,5,2025-07-30 03:44:40,Google Play,POSITIVE,0.9998781681060791,['great entertainment'],joy,{'great entertainment': 'Positive'},review
"**NEW_15.3.0, auto play next episode now broke! Works on older version Shield TV!** Regret purchases due to: (Microsoft/Google dont do this). STOPPING auto playback in ""contine watching"", within a season. Continue to the next episode, ALWAYS! It stops after 3-4 shows and you must retrieve the remote to continue. Auto playback should NEVER stop! (Shield TV) _ #NO SUPPORT for PURCHASES on mobile Android version?",1,2025-07-30 02:25:52,Google Play,NEGATIVE,-0.9993999004364014,"['next episode', 'older version shield tv', '** regret purchases', '(microsoft/google', 'auto playback', 'contine', 'watching', 'a season', 'the next episode', '3-4 shows', 'the remote', 'auto playback', '(shield tv', '#no support', 'purchases', 'mobile android version']",anger,"{'next episode': 'Negative', 'older version shield tv': 'Negative', '** regret purchases': 'Negative', '(microsoft/google': 'Negative', 'auto playback': 'Negative', 'contine': 'Negative', 'watching': 'Negative', 'a season': 'Negative', 'the next episode': 'Negative', '3-4 shows': 'Negative', 'the remote': 'Negative', '(shield tv': 'Negative', '#no support': 'Negative', 'purchases': 'Negative', 'mobile android version': 'Negative'}",review
excellent... just add more awesome content 🩶,5,2025-07-30 01:05:29,Google Play,POSITIVE,0.9998682737350464,['more awesome content'],joy,{'more awesome content': 'Positive'},feature_request
give us our purchased shows,1,2025-07-29 23:26:36,Google Play,POSITIVE,0.8052283525466919,['our purchased shows'],neutral,{'our purchased shows': 'Neutral'},review
Screen are turning of every 5 seconds,1,2025-07-29 23:17:27,Google Play,NEGATIVE,-0.8533574938774109,"['screen', 'every 5 seconds']",neutral,"{'screen': 'Negative', 'every 5 seconds': 'Negative'}",review
"everything i try to watch freezes. I tested all my other streaming apps and they do fine, its just apple. this was the first ""apple"" product I've tried. Definitely not impressed",1,2025-07-29 22:20:39,Google Play,NEGATIVE,-0.9957510232925415,"['all my other streaming apps', 'its just apple', 'the first ""apple"" product']",surprise,"{'all my other streaming apps': 'Negative', 'its just apple': 'Negative', 'the first ""apple"" product': 'Negative'}",review
can't watch using samsung dex,1,2025-07-29 21:00:18,Google Play,NEGATIVE,-0.9407959580421448,['samsung dex'],sadness,{'samsung dex': 'Negative'},review
Love AppleTV+ The Variety of Shows & Movies are all My Style. Love It.,5,2025-07-29 20:49:50,Google Play,POSITIVE,0.9998798370361328,"['the variety', 'shows', 'movies', 'my style']",joy,"{'the variety': 'Positive', 'shows': 'Positive', 'movies': 'Positive', 'my style': 'Positive'}",review
"extremely buggy, and doesn't work. Can rarely download shows, when you do manage to get it downloaded it either won't open or bugs out part way through. Constantly freezing (streaming or downloaded). Awful.",1,2025-07-29 19:52:33,Google Play,NEGATIVE,-0.9997351765632629,['shows'],fear,{'shows': 'Negative'},bug_report
"Video will not stream. Uninstalled and reinstalled, but still will not play.",2,2025-07-29 19:16:06,Google Play,NEGATIVE,-0.9980990290641785,['video'],sadness,{'video': 'Negative'},review
Apple tv is not good not working very very very poor quality apps,1,2025-07-29 18:37:12,Google Play,NEGATIVE,-0.9996973276138306,"['apple tv', 'very very very poor quality apps']",sadness,"{'apple tv': 'Negative', 'very very very poor quality apps': 'Negative'}",bug_report
worst app for android user,1,2025-07-29 17:35:46,Google Play,NEGATIVE,-0.9997774958610535,"['worst app', 'android user']",disgust,"{'worst app': 'Negative', 'android user': 'Negative'}",review
Not worth the subscription... Good luck uninstalling and canceling the sub... Not easily found and Google search info is incorrect for an Android user. Canceling.,1,2025-07-29 17:10:46,Google Play,NEGATIVE,-0.9998000264167786,"['good luck', 'the sub', 'google search info', 'an android user']",sadness,"{'good luck': 'Negative', 'the sub': 'Negative', 'google search info': 'Negative', 'an android user': 'Negative'}",review
app freezes and will not play next episode,1,2025-07-29 17:10:12,Google Play,NEGATIVE,-0.999160647392273,"['app', 'next episode']",sadness,"{'app': 'Negative', 'next episode': 'Neutral'}",review
when I skip 10sec it closes the app,1,2025-07-29 15:02:06,Google Play,NEGATIVE,-0.9989945292472839,"['10sec', 'the app']",sadness,"{'10sec': 'Negative', 'the app': 'Negative'}",review
content is good. the android app is buggy as hell. picture freezes constantly,3,2025-07-29 08:45:50,Google Play,POSITIVE,0.7794713377952576,"['content', 'the android app', 'hell', 'picture']",sadness,"{'content': 'Positive', 'the android app': 'Negative', 'hell': 'Negative', 'picture': 'Negative'}",bug_report
its good but I'm wondering 🤔 why its doesn't work can u support,5,2025-07-29 08:28:45,Google Play,NEGATIVE,-0.9844375848770142,['its good'],surprise,{'its good': 'Positive'},review
Best shows in just one place....that's it.,5,2025-07-29 07:15:13,Google Play,POSITIVE,0.9937751293182373,['just one place'],neutral,{'just one place': 'Positive'},review
"Apple TV doesn't have the vast content of Netflix but its Apple original shows are some of the best ever made. If you're a Sci Fi fan, Foundation, Silo, Murder Bot, really are top class. Slow Horses is absolutely fantastic, can be categorized as in a league of its own.",5,2025-07-29 04:18:15,Google Play,POSITIVE,0.9998549222946167,"['apple tv', 'the vast content', 'netflix', 'its apple original shows', 'a sci fi fan', 'foundation', 'silo', 'murder bot', 'top class', 'slow horses', 'a league']",neutral,"{'apple tv': 'Neutral', 'the vast content': 'Negative', 'netflix': 'Neutral', 'its apple original shows': 'Positive', 'a sci fi fan': 'Neutral', 'foundation': 'Neutral', 'silo': 'Neutral', 'murder bot': 'Positive', 'top class': 'Positive', 'slow horses': 'Positive', 'a league': 'Positive'}",review
"This app never streams anything properly. The app rarely ever works to watch anything. It's either stuck loading or it never stops buffering and lagging. Downloads never really download, either",1,2025-07-29 03:37:02,Google Play,NEGATIVE,-0.9971651434898376,"['this app', 'the app', 'either stuck loading', 'downloads']",neutral,"{'this app': 'Negative', 'the app': 'Negative', 'either stuck loading': 'Negative', 'downloads': 'Negative'}",review
cant even accept the free trial...sucks already,1,2025-07-29 02:59:43,Google Play,NEGATIVE,-0.9992349147796631,['the free trial'],sadness,{'the free trial': 'Negative'},review
episode kept stopping every 5 seconds.,2,2025-07-29 01:44:03,Google Play,NEGATIVE,-0.9783520698547363,"['episode', 'every 5 seconds']",neutral,"{'episode': 'Negative', 'every 5 seconds': 'Negative'}",review
good shows,5,2025-07-29 01:43:57,Google Play,POSITIVE,0.9998611211776733,['good shows'],joy,{'good shows': 'Positive'},review
not movie open 😔😔,5,2025-07-29 01:13:13,Google Play,NEGATIVE,-0.9992138147354126,['open 😔'],sadness,{'open 😔': 'Negative'},review
would be a lot better if you could get your entire library and not just whats under the subscription side of apple TV,3,2025-07-29 01:09:33,Google Play,NEGATIVE,-0.9993509650230408,"['your entire library', 'the subscription side', 'apple tv']",neutral,"{'your entire library': 'Negative', 'the subscription side': 'Neutral', 'apple tv': 'Neutral'}",review
pauses after every 30 seconds. waste of money,1,2025-07-29 00:26:38,Google Play,NEGATIVE,-0.9998005032539368,"['every 30 seconds', 'waste', 'money']",sadness,"{'every 30 seconds': 'Negative', 'waste': 'Negative', 'money': 'Negative'}",review
add or buy some indian movies and shows,3,2025-07-28 23:23:04,Google Play,POSITIVE,0.9862263798713684,"['some indian movies', 'shows']",neutral,"{'some indian movies': 'Neutral', 'shows': 'Neutral'}",feature_request
"it's trash that you cannot access your purchased movies. now just another pushed streaming service. their greed and restrictions are their own apps undoing. so many better shows on netflix and Amazon, maybe if they gave me access to my library I'd be more inclined to use but on android.. don't waist your time",1,2025-07-28 23:05:45,Google Play,NEGATIVE,-0.9993553757667542,"['trash', 'your purchased movies', 'streaming service', 'their greed', 'restrictions', 'their own apps', 'so many better shows', 'netflix', 'amazon', 'access', 'my library', 'android', 'your time']",anger,"{'trash': 'Negative', 'your purchased movies': 'Negative', 'streaming service': 'Negative', 'their greed': 'Negative', 'restrictions': 'Negative', 'their own apps': 'Negative', 'so many better shows': 'Positive', 'netflix': 'Negative', 'amazon': 'Negative', 'access': 'Negative', 'my library': 'Negative', 'android': 'Neutral', 'your time': 'Negative'}",review
"Great shows, 4K quality. Overall premium stuff",5,2025-07-28 22:42:16,Google Play,POSITIVE,0.9997311234474182,"['great shows', '4k quality', 'overall premium stuff']",joy,"{'great shows': 'Positive', '4k quality': 'Positive', 'overall premium stuff': 'Positive'}",review
I ❤️ it! Wish it was a cou bucks cheaper though🤞,5,2025-07-28 22:36:15,Google Play,NEGATIVE,-0.9977449178695679,[],surprise,{},feature_request
no full screen option on android phones,3,2025-07-28 22:02:41,Google Play,NEGATIVE,-0.9991324543952942,"['no full screen option', 'android phones']",sadness,"{'no full screen option': 'Neutral', 'android phones': 'Neutral'}",review
I always have to sign in,2,2025-07-28 20:58:49,Google Play,POSITIVE,0.9909642934799194,[],neutral,{},review
"stuck in the log in loop, cant use my free apple tv from t mobile. this app and apple in general is total garbage.",1,2025-07-28 20:13:33,Google Play,NEGATIVE,-0.9998120665550232,"['the log', 'loop', 'my free apple tv', 't mobile', 'this app', 'apple', 'total garbage']",disgust,"{'the log': 'Negative', 'loop': 'Negative', 'my free apple tv': 'Negative', 't mobile': 'Negative', 'this app': 'Negative', 'apple': 'Negative', 'total garbage': 'Negative'}",review
good,5,2025-07-28 19:07:30,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
can't even allow library access when Google makes it so easy,1,2025-07-28 18:42:19,Google Play,NEGATIVE,-0.9990509152412415,"['library access', 'google']",neutral,"{'library access': 'Neutral', 'google': 'Positive'}",review
1.6 ⭐ Ha ha ha .. look at the terrible rating before you decide to download this disastrous app.. THESE COMPANIES Pay Google millions and they will manipulate the ratings to look higher. They ALL do it! even doordash and Uber eats.,1,2025-07-28 17:02:03,Google Play,NEGATIVE,-0.9995102882385254,"['the terrible rating', 'this disastrous app', 'these companies', 'google millions', 'the ratings', 'even doordash', 'uber eats']",fear,"{'the terrible rating': 'Negative', 'this disastrous app': 'Negative', 'these companies': 'Negative', 'google millions': 'Negative', 'the ratings': 'Negative', 'even doordash': 'Negative', 'uber eats': 'Negative'}",review
awesome app and great content,5,2025-07-28 14:02:44,Google Play,POSITIVE,0.9998834133148193,"['awesome app', 'great content']",joy,"{'awesome app': 'Positive', 'great content': 'Positive'}",review
keeps freezing,1,2025-07-28 13:46:22,Google Play,NEGATIVE,-0.9923923015594482,[],neutral,{},review
The Apple Original series's are better than most major box office movies,5,2025-07-28 12:34:41,Google Play,POSITIVE,0.9995734095573425,"['the apple original series', 'most major box office movies']",neutral,"{'the apple original series': 'Positive', 'most major box office movies': 'Negative'}",review
"please cancel my subscription and stop deducting my money. there's no option to cancel subscriptions, this is a scam.",1,2025-07-28 12:23:43,Google Play,NEGATIVE,-0.9997468590736389,"['my subscription', 'my money', 'no option', 'subscriptions', 'a scam']",fear,"{'my subscription': 'Negative', 'my money': 'Negative', 'no option': 'Negative', 'subscriptions': 'Negative', 'a scam': 'Negative'}",review
"Apple tv+ is really amazing and has world class shows. The thing I miss the most is that most of the incredible stuff is not dubbed in my language i.e Hindi. Will sincerely request Apple tv+ to dub their stuff in Hindi also. Beleive me, the viewership will multiply manifold. Love you Apple tv+. Keep it up 👍",5,2025-07-28 09:09:02,Google Play,POSITIVE,0.9985702037811279,"['apple tv+', 'world class shows', 'the thing', 'the incredible stuff', 'my language', 'i.e hindi', 'apple tv+', 'their stuff', 'hindi', 'the viewership']",joy,"{'apple tv+': 'Positive', 'world class shows': 'Positive', 'the thing': 'Positive', 'the incredible stuff': 'Positive', 'my language': 'Positive', 'i.e hindi': 'Positive', 'their stuff': 'Positive', 'hindi': 'Positive', 'the viewership': 'Positive'}",feature_request
love Apple TV!❤️,5,2025-07-28 08:52:37,Google Play,POSITIVE,0.9991263747215271,[],joy,{},review
"Everytime I want to rent a movie, it take as much time to open the app and pay than the movie. Do not install",1,2025-07-28 08:41:00,Google Play,NEGATIVE,-0.9994252920150757,"['a movie', 'as much time', 'the app', 'the movie']",neutral,"{'a movie': 'Neutral', 'as much time': 'Negative', 'the app': 'Negative', 'the movie': 'Negative'}",review
"why can't we attach an external device? I hook up my phone to my house TV but it stops working right when the TV connects. I paid for it, why can't it be played on my non smart TV?",2,2025-07-28 08:08:21,Google Play,NEGATIVE,-0.9985784292221069,"['an external device', 'my phone', 'my house tv', 'the tv', 'my non smart tv']",surprise,"{'an external device': 'Negative', 'my phone': 'Neutral', 'my house tv': 'Negative', 'the tv': 'Negative', 'my non smart tv': 'Neutral'}",review
only apple tv+ shows. can't watch any purchased third party content,1,2025-07-28 07:23:15,Google Play,NEGATIVE,-0.9954858422279358,"['only apple tv+', 'any purchased third party content']",sadness,"{'only apple tv+': 'Positive', 'any purchased third party content': 'Negative'}",review
"Apple TV+ does not have user profiles like any other streaming service. Instead each user has to have their OWN APPLE ID and the owner of the Apple TV+ account has to configure ""family sharing"" for each user to have their own account. You can't accept (or create) a family share invitation from an Android device, apple forces you to use one of theirs...",1,2025-07-28 06:43:48,Google Play,NEGATIVE,-0.9971736669540405,"['apple tv+', 'user profiles', 'any other streaming service', 'each user', 'the apple', 'family sharing', 'each user', 'their own account', 'a family share invitation', 'an android device', 'theirs']",neutral,"{'apple tv+': 'Neutral', 'user profiles': 'Negative', 'any other streaming service': 'Neutral', 'each user': 'Neutral', 'the apple': 'Negative', 'family sharing': 'Neutral', 'their own account': 'Neutral', 'a family share invitation': 'Negative', 'an android device': 'Negative', 'theirs': 'Negative'}",review
"worst streaming app I've ever used and I've tried most of them. I struggled to get through murderbot and have given up on foundation. most of their content is good but it's just too frustrating to watch. it stops, comes back on or simply won't load. i've gone out and restarted the app a dozen times, uninstalled and reinstalled the app 3 times. I give up.",2,2025-07-28 06:39:13,Google Play,NEGATIVE,-0.9977547526359558,"['worst streaming app', 'murderbot', 'foundation', 'their content', 'the app', 'the app']",sadness,"{'worst streaming app': 'Negative', 'murderbot': 'Negative', 'foundation': 'Negative', 'their content': 'Positive', 'the app': 'Negative'}",review
It's alright.,5,2025-07-28 06:37:42,Google Play,POSITIVE,0.9998098015785217,[],neutral,{},review
you can't log in on your android they'll make it so impossible.. account settings are useless...,2,2025-07-28 06:17:39,Google Play,NEGATIVE,-0.9997770190238953,"['your android', 'account settings']",sadness,"{'your android': 'Negative', 'account settings': 'Negative'}",review
screen size is small on phone,1,2025-07-28 04:55:01,Google Play,NEGATIVE,-0.9919036030769348,"['screen size', 'phone']",neutral,"{'screen size': 'Negative', 'phone': 'Neutral'}",review
"Incredibly hard to set up an account, and even harder to close account down. It asks for a ton of personal details, and by then an error message pops up each time, effectively stopping me from closing the account down.",1,2025-07-28 04:51:20,Google Play,NEGATIVE,-0.9996339082717896,"['an account', 'account', 'a ton', 'personal details', 'an error message', 'the account']",surprise,"{'an account': 'Negative', 'account': 'Negative', 'a ton': 'Negative', 'personal details': 'Negative', 'an error message': 'Negative', 'the account': 'Negative'}",bug_report
"screen flickers plz fix this issue not everyone has an iphone, everyone deserves to appreciate these amaaing shows iphone or not",1,2025-07-28 04:44:39,Google Play,NEGATIVE,-0.9559924602508545,"['this issue', 'an iphone', 'these amaaing']",neutral,"{'this issue': 'Negative', 'an iphone': 'Neutral', 'these amaaing': 'Positive'}",bug_report
"Terrible, can't view anything on the TV",1,2025-07-28 04:30:19,Google Play,NEGATIVE,-0.9997043013572693,['the tv'],fear,{'the tv': 'Negative'},review
